"mmu.miR.1264.3p"	"mmu.miR.1298.5p"	"mmu.miR.5099"	"mmu.miR.448.3p"	"mmu.miR.20a.3p"	"mmu.miR.365.3p"	"mmu.miR.664.5p"	"mmu.miR.126b.5p"	"mmu.miR.199a.5p"	"mmu.miR.363.3p"	"mmu.miR.142a.3p"	"mmu.miR.1298.3p"	"mmu.miR.99a.5p"	"mmu.miR.671.5p"	"mmu.miR.6406"	"mmu.miR.139.3p"	"mmu.miR.501.3p"	"mmu.miR.325.3p"	"mmu.miR.10b.5p"	"mmu.miR.5126"	"mmu.miR.3072.3p"	"mmu.miR.34b.5p"	"mmu.miR.1264.5p"	"mmu.miR.33.5p"	"mmu.miR.338.5p"	"mmu.miR.409.5p"	"mmu.miR.450a.5p"	"mmu.miR.467a.5p"	"mmu.miR.100.5p"	"mmu.miR.1224.5p"	"mmu.miR.148a.3p"	"mmu.miR.125b.5p"	"mmu.miR.30e.5p"	"mmu.miR.152.3p"	"mmu.miR.127.3p"	"mmu.miR.125a.5p"	"mmu.miR.204.3p"	"mmu.miR.34c.5p"	"mmu.miR.186.5p"	"mmu.miR.204.5p"	"mmu.miR.194.5p"	"mmu.miR.30d.5p"	"mmu.let.7d.3p"	"mmu.miR.132.3p"	"mmu.miR.203.3p"	"mmu.miR.382.5p"	"mmu.miR.1843a.5p"	"mmu.miR.26a.5p"	"mmu.miR.187.3p"	"mmu.miR.487b.3p"	"mmu.let.7e.5p"	"mmu.miR.674.5p"	"mmu.let.7a.5p"	"mmu.miR.431.5p"	"mmu.let.7c.5p"	"mmu.miR.666.5p"	"mmu.miR.874.3p"	"mmu.miR.491.5p"	"mmu.miR.92b.5p"	"mmu.miR.770.5p"	"mmu.miR.323.5p"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Sephs1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Ryr2"	"	"	"	"	"	"	"Zkscan8"	"	"	"	"	"	"	"	"	"Pde9a"	"	"	"	"	"	"	"	"	"	"	"Hmgcll1"	"	"	"	"	"Hsd3b2"	"	"	"Gcdh"	"	"	"Hsd3b7"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Sephs2"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"S100a10"	"	"	"	"	"	"	"Zmynd10"	"	"	"	"	"	"	"	"	"Pdgfra"	"	"	"	"	"	"	"	"	"	"	"Hmgcr"	"	"	"	"	"Hsd3b3"	"	"	"Gchfr"	"	"	"Hsdl1"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Serbp1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"S1pr1"	"	"	"	"	"	"	"Znrd2"	"	"	"	"	"	"	"	"	"Pdha1"	"	"	"	"	"	"	"	"	"	"	"Hmgcs1"	"	"	"	"	"Hsd3b7"	"	"	"Gckr"	"	"	"Hsdl2"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Serinc1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Saal1"	"	"	"	"	"	"	"Zranb3"	"	"	"	"	"	"	"	"	"Pdhb"	"	"	"	"	"	"	"	"	"	"	"Hmgcs2"	"	"	"	"	"Hsdl1"	"	"	"Gclc"	"	"	"Hsf2"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Serinc3"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Sacm1l"	"	"	"	"	"	"	"Zscan12"	"	"	"	"	"	"	"	"	"Pdik1l"	"	"	"	"	"	"	"	"	"	"	"Hmgn1"	"	"	"	"	"Hsh2d"	"	"	"Gclm"	"	"	"Hsh2d"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Serp1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Sacs"	"	"	"	"	"	"	"Zscan2"	"	"	"	"	"	"	"	"	"Pdk1"	"	"	"	"	"	"	"	"	"	"	"Hmgxb3"	"	"	"	"	"Hsp90aa1"	"	"	"Gcn1"	"	"	"Hsp90ab1"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Serpinb6b"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Samd4"	"	"	"	"	"	"	"mt-Atp8"	"	"	"	"	"	"	"	"	"Pdk2"	"	"	"	"	"	"	"	"	"	"	"Hmgxb4"	"	"	"	"	"Hsp90ab1"	"	"	"Gcnt1"	"	"	"Hsp90b1"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Serpinb8"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Samd4b"	"	"	"	"	"	"	"mt-Co1"	"	"	"	"	"	"	"	"	"Pdk4"	"	"	"	"	"	"	"	"	"	"	"Hmmr"	"	"	"	"	"Hsp90b1"	"	"	"Gda"	"	"	"Hspa13"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Serpinb9"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Samd8"	"	"	"	"	"	"	"mt-Nd3"	"	"	"	"	"	"	"	"	"Pdlim1"	"	"	"	"	"	"	"	"	"	"	"Hmox2"	"	"	"	"	"Hspa12a"	"	"	"Gdap2"	"	"	"Hspa14"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Serpind1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Samd9l"	"	"	"	"	"	"	"mt-Nd4"	"	"	"	"	"	"	"	"	"Pdlim5"	"	"	"	"	"	"	"	"	"	"	"Hnf4a"	"	"	"	"	"Hspa2"	"	"	"Gde1"	"	"	"Hspa4"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Sesn1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Samhd1"	"	"	"	"	"	"	"mt-Nd4l"	"	"	"	"	"	"	"	"	"Pdp2"	"	"	"	"	"	"	"	"	"	"	"Hnrnpa0"	"	"	"	"	"Hspa4"	"	"	"Gdf11"	"	"	"Hspa4l"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Sesn3"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Samsn1"	"	"	"	"	"	"	"mt-Nd5"	"	"	"	"	"	"	"	"	"Pdpk1"	"	"	"	"	"	"	"	"	"	"	"Hnrnpa1"	"	"	"	"	"Hspa4l"	"	"	"Gdi1"	"	"	"Hspa5"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Setbp1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Sap30"	"	"	"	"	"	"	"mt-Nd6"	"	"	"	"	"	"	"	"	"Pdpr"	"	"	"	"	"	"	"	"	"	"	"Hnrnpa2b1"	"	"	"	"	"Hspa5"	"	"	"Gdpd5"	"	"	"Hspa9"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Setd1a"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Sar1a"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Pds5b"	"	"	"	"	"	"	"	"	"	"	"Hnrnpa3"	"	"	"	"	"Hspa9"	"	"	"Gdpgp1"	"	"	"Hspb7"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Setd1b"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Sar1b"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Pdss1"	"	"	"	"	"	"	"	"	"	"	"Hnrnpab"	"	"	"	"	"Hspb6"	"	"	"Gemin5"	"	"	"Hspb8"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Setd5"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Saraf"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Pdss2"	"	"	"	"	"	"	"	"	"	"	"Hnrnpc"	"	"	"	"	"Hspg2"	"	"	"Gemin7"	"	"	"Hspg2"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Setd7"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Sardh"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Pdxdc1"	"	"	"	"	"	"	"	"	"	"	"Hnrnpd"	"	"	"	"	"Hsph1"	"	"	"Gen1"	"	"	"Hsph1"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Setdb1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Satb1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Pdzd8"	"	"	"	"	"	"	"	"	"	"	"Hnrnpdl"	"	"	"	"	"Htr2c"	"	"	"Get3"	"	"	"Htatsf1"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Setx"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Sbf1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Pdzrn3"	"	"	"	"	"	"	"	"	"	"	"Hnrnph1"	"	"	"	"	"Htr4"	"	"	"Gfap"	"	"	"Htr2c"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Sf1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Sbno1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Pea15a"	"	"	"	"	"	"	"	"	"	"	"Hnrnph2"	"	"	"	"	"Htra2"	"	"	"Gfer"	"	"	"Htra2"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Sf3b1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Sc5d"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Peak1"	"	"	"	"	"	"	"	"	"	"	"Hnrnph3"	"	"	"	"	"Htt"	"	"	"Gfi1"	"	"	"Htt"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Sf3b3"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Scaf11"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Pecam1"	"	"	"	"	"	"	"	"	"	"	"Hnrnpk"	"	"	"	"	"Hus1"	"	"	"Gfm1"	"	"	"Huwe1"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Sfmbt1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Scai"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Pecr"	"	"	"	"	"	"	"	"	"	"	"Hnrnpl"	"	"	"	"	"Huwe1"	"	"	"Gfm2"	"	"	"Hyal1"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Sfmbt2"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Scamp1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Pef1"	"	"	"	"	"	"	"	"	"	"	"Hnrnpll"	"	"	"	"	"Hyal1"	"	"	"Gfod1"	"	"	"Hyal2"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Sfpq"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Scamp5"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Peg3"	"	"	"	"	"	"	"	"	"	"	"Hnrnpm"	"	"	"	"	"Hyal2"	"	"	"Gfpt1"	"	"	"Hycc2"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Sfr1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Scaper"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Peli1"	"	"	"	"	"	"	"	"	"	"	"Hnrnpu"	"	"	"	"	"Hyal6"	"	"	"Gfra1"	"	"	"Hykk"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Sfswap"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Scara5"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Per2"	"	"	"	"	"	"	"	"	"	"	"Hnrnpul1"	"	"	"	"	"Hykk"	"	"	"Gfra4"	"	"	"Hyls1"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Sfxn3"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Scarb2"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Pex11a"	"	"	"	"	"	"	"	"	"	"	"Hnrnpul2"	"	"	"	"	"Hyls1"	"	"	"Gfus"	"	"	"Hyou1"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Sfxn5"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Scn1a"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Pex5"	"	"	"	"	"	"	"	"	"	"	"Hoga1"	"	"	"	"	"Hyou1"	"	"	"Gga2"	"	"	"Iah1"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Sgcb"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Scn2a"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Pex7"	"	"	"	"	"	"	"	"	"	"	"Homer1"	"	"	"	"	"Iars2"	"	"	"Gga3"	"	"	"Iba57"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Sgk3"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Scn2b"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Pfas"	"	"	"	"	"	"	"	"	"	"	"Homez"	"	"	"	"	"Ibtk"	"	"	"Ggact"	"	"	"Ibtk"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Sgms1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Scn3a"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Pfkfb3"	"	"	"	"	"	"	"	"	"	"	"Hook1"	"	"	"	"	"Icam1"	"	"	"Ggcx"	"	"	"Ica1"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Sgpl1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Scn8a"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Pfkl"	"	"	"	"	"	"	"	"	"	"	"Hook3"	"	"	"	"	"Ice1"	"	"	"Ggnbp2"	"	"	"Icam1"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Sgpp1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Scp2"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Pfkm"	"	"	"	"	"	"	"	"	"	"	"Hoxa10"	"	"	"	"	"Icmt"	"	"	"Ggps1"	"	"	"Icam4"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Sh2d1a"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Scyl2"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Pfkp"	"	"	"	"	"	"	"	"	"	"	"Hoxa11"	"	"	"	"	"Icos"	"	"	"Ggt7"	"	"	"Ice1"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Sh2d3c"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Scyl3"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Pfn2"	"	"	"	"	"	"	"	"	"	"	"Hoxa5"	"	"	"	"	"Icosl"	"	"	"Ggta1"	"	"	"Ice2"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Sh3bgrl"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Sdad1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Pgap4"	"	"	"	"	"	"	"	"	"	"	"Hoxc10"	"	"	"	"	"Id1"	"	"	"Ghdc"	"	"	"Icmt"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Sh3bp1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Sdc3"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Pgbd1"	"	"	"	"	"	"	"	"	"	"	"Hoxc4"	"	"	"	"	"Ide"	"	"	"Ghitm"	"	"	"Icos"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Sh3bp2"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Sdcbp"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Pgd"	"	"	"	"	"	"	"	"	"	"	"Hoxc9"	"	"	"	"	"Idh1"	"	"	"Ghr"	"	"	"Icosl"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Sh3bp5"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Sdhd"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Pggt1b"	"	"	"	"	"	"	"	"	"	"	"Hp1bp3"	"	"	"	"	"Idh2"	"	"	"Gigyf1"	"	"	"Id3"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Sh3d19"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Sds"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Pglyrp2"	"	"	"	"	"	"	"	"	"	"	"Hpd"	"	"	"	"	"Idh3g"	"	"	"Gigyf2"	"	"	"Ide"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Sh3gl1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Sec11a"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Pgm1"	"	"	"	"	"	"	"	"	"	"	"Hpf1"	"	"	"	"	"Ids"	"	"	"Gimap3"	"	"	"Idh1"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Sh3glb1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Sec13"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Pgm2l1"	"	"	"	"	"	"	"	"	"	"	"Hpgd"	"	"	"	"	"Idua"	"	"	"Gimap4"	"	"	"Idh2"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Sh3glb2"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Sec14l1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Pgp"	"	"	"	"	"	"	"	"	"	"	"Hpgds"	"	"	"	"	"Ier3"	"	"	"Gimap6"	"	"	"Idh3a"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Sh3kbp1"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Sec16a"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Pgr"	"	"	"	"	"	"	"	"	"	"	"Hps3"	"	"	"	"	"Ier5"	"	"	"Gimap7"	"	"	"Idh3b"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Sh3pxd2a"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Sec22a"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Pgrmc1"	"	"	"	"	"	"	"	"	"	"	"Hps4"	"	"	"	"	"Iffo2"	"	"	"Gimap8"	"	"	"Idh3g"	"	"	"	"	"	"	"	"	"	"	"	"
"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Shisa5"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Sec22c"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"	"Pgs1"	"	"	"	"	"	"	"	"	"	"	"Hps5"	"	"	"	"	"Ifi203"	"	"	"Gimap9"	"	"	"Idnk"	"	"	"	"	"	"	"	"	"	"	"	"
