"mmu.miR.1264.3p"	"mmu.miR.1298.5p"	"mmu.miR.5099"	"mmu.miR.448.3p"	"mmu.miR.20a.3p"	"mmu.miR.365.3p"	"mmu.miR.664.5p"	"mmu.miR.126b.5p"	"mmu.miR.199a.5p"	"mmu.miR.363.3p"	"mmu.miR.142a.3p"	"mmu.miR.1298.3p"	"mmu.miR.99a.5p"	"mmu.miR.671.5p"	"mmu.miR.6406"	"mmu.miR.139.3p"	"mmu.miR.501.3p"	"mmu.miR.325.3p"	"mmu.miR.10b.5p"	"mmu.miR.5126"	"mmu.miR.3072.3p"	"mmu.miR.34b.5p"	"mmu.miR.1264.5p"	"mmu.miR.33.5p"	"mmu.miR.338.5p"	"mmu.miR.409.5p"	"mmu.miR.450a.5p"	"mmu.miR.467a.5p"	"mmu.miR.100.5p"	"mmu.miR.1224.5p"	"mmu.miR.148a.3p"	"mmu.miR.125b.5p"	"mmu.miR.30e.5p"	"mmu.miR.152.3p"	"mmu.miR.127.3p"	"mmu.miR.125a.5p"	"mmu.miR.204.3p"	"mmu.miR.34c.5p"	"mmu.miR.186.5p"	"mmu.miR.204.5p"	"mmu.miR.194.5p"	"mmu.miR.30d.5p"	"mmu.let.7d.3p"	"mmu.miR.132.3p"	"mmu.miR.203.3p"	"mmu.miR.382.5p"	"mmu.miR.1843a.5p"	"mmu.miR.26a.5p"	"mmu.miR.187.3p"	"mmu.miR.487b.3p"	"mmu.let.7e.5p"	"mmu.miR.674.5p"	"mmu.let.7a.5p"	"mmu.miR.431.5p"	"mmu.let.7c.5p"	"mmu.miR.666.5p"	"mmu.miR.874.3p"	"mmu.miR.491.5p"	"mmu.miR.92b.5p"	"mmu.miR.770.5p"	"mmu.miR.323.5p"
"Fbxo8"	"	"	"	"	"Cpeb2"	"Rex2"	"Rnf152"	"	"	"	"	"Ktn1"	"Ep300"	"Mospd1"	"	"	"	"	"Bloc1s6"	"	"	"Fbxo21"	"Kctd9"	"Hexa"	"Sec22c"	"	"	"	"	"Camta1"	"	"	"Onecut2"	"Cpeb2"	"	"	"	"	"Ildr2"	"	"	"Coro2b"	"Dnmt1"	"Camkv"	"Brdt"	"Dcun1d3"	"	"	"C1qtnf1"	"	"	"Btg2"	"Cdc42se2"	"Creb3l4"	"Irgq"	"C530008M17Rik"	"	"	"Fbxw11"	"Dcaf10"	"Ppp1r15b"	"	"	"Bak1"	"	"	"	"	"B3gat3"	"Foxc2"	"Bcl7a"	"Mapk10"	"B3gnt1"	"Prpf40b"	"Fam168b"	"B4galt2"	"	"	"Clasp1"	"Dbndd2"
"Fchsd2"	"	"	"	"	"Cpne4"	"Rnf11"	"Rps24"	"	"	"	"	"Lamc1"	"Ergic2"	"Mtmr10"	"	"	"	"	"Bmf"	"	"	"Fbxo42"	"Klhl14"	"Hgd"	"Serpinb6b"	"	"	"	"	"Cant1"	"	"	"Pappa"	"Cpeb3"	"	"	"	"	"Immp2l"	"	"	"Cox19"	"Dock6"	"Camsap3"	"Brwd1"	"Ddit3"	"	"	"C230081A13Rik"	"	"	"Btn1a1"	"Cdh10"	"Creb5"	"Itga9"	"C77080"	"	"	"Fezf1"	"Dcp2"	"Ppp3cc"	"	"	"Baz2b"	"	"	"	"	"B3gnt1"	"Fpgs"	"Bcl7c"	"Mapkap1"	"B3gnt7"	"Prr14l"	"Fam210a"	"B4galt5"	"	"	"Cldn1"	"Dcbld2"
"Fgf13"	"	"	"	"	"Cpne8"	"Rnf114"	"Rps6kb1"	"	"	"	"	"Large"	"Esrrg"	"Mybl1"	"	"	"	"	"Bmp1"	"	"	"Fbxo45"	"Kpna4"	"Hipk4"	"Sertad4"	"	"	"	"	"Capn12"	"	"	"Pcdha1"	"Cpt2"	"	"	"	"	"Ino80d"	"	"	"Cpa4"	"Dpp4"	"Capn5"	"Brwd3"	"Ddx6"	"	"	"C77080"	"	"	"Bud31"	"Cdh11"	"Crem"	"Jagn1"	"Cadm2"	"	"	"Fkbp2"	"Dcun1d3"	"Prdm6"	"	"	"Bbx"	"	"	"	"	"B3gnt7"	"Fras1"	"Begain"	"Mcf2"	"B4galnt2"	"Prrc2b"	"Fam210b"	"BC005624"	"	"	"Clec2l"	"Ddb1"
"Fgf7"	"	"	"	"	"Cpsf6"	"Rnf139"	"S100a14"	"	"	"	"	"Large1"	"Evi5"	"Myh10"	"	"	"	"	"Bnip1"	"	"	"Fbxw8"	"Kras"	"Hirip3"	"Shroom1"	"	"	"	"	"Capn5"	"	"	"Pcdha10"	"Cramp1l"	"	"	"	"	"Insm2"	"	"	"Cpn2"	"Dtna"	"Carm1"	"Bsn"	"Dedd"	"	"	"C77370"	"	"	"Bzw2"	"Cdh12"	"Crtac1"	"Jmjd1c"	"Cadps"	"	"	"Flot1"	"Dcx"	"Prdx6b"	"	"	"Bche"	"	"	"	"	"B930041F14Rik"	"Frem2"	"Bend4"	"Mctp2"	"B930041F14Rik"	"Psors1c2"	"Fam211b"	"BC016579"	"	"	"Clk2"	"Dgkk"
"Fgfr2"	"	"	"	"	"Crem"	"Rnf19a"	"Sall1"	"	"	"	"	"Larp4"	"Evx2"	"Myh9"	"	"	"	"	"Bpifb2"	"	"	"Fech"	"Lair1"	"Hltf"	"Slc35g1"	"	"	"	"	"Capn6"	"	"	"Pcdha11"	"Creb3l1"	"	"	"	"	"Invs"	"	"	"Cpne5"	"Dusp1"	"Casp2"	"Btaf1"	"Dennd4c"	"	"	"Cacna1b"	"	"	"C1ql3"	"Cdk12"	"Csgalnact2"	"Kat6b"	"Calb2"	"	"	"Foxa1"	"Ddx50"	"Prkd2"	"	"	"Bcl6"	"	"	"	"	"BC017643"	"Frs2"	"Bicd1"	"Med11"	"BC030336"	"Ptp4a1"	"Faxc"	"BC018242"	"	"	"Clk3"	"Dhcr24"
"Fgl2"	"	"	"	"	"Crmp1"	"Rnf214"	"Samd7"	"	"	"	"	"Lca5"	"Exoc5"	"Ndnf"	"	"	"	"	"Bri3bp"	"	"	"Fjx1"	"Lcor"	"Hnrnpl"	"Slc9a4"	"	"	"	"	"Car7"	"	"	"Pcdha12"	"Creld2"	"	"	"	"	"Ipo11"	"	"	"Cpped1"	"Dut"	"Casp3"	"Btbd10"	"Dgcr8"	"	"	"Cacna1i"	"	"	"C1qtnf7"	"Cdk14"	"Csnk2a2"	"Kctd8"	"Calcr"	"	"	"Foxo3"	"Ddx6"	"Prps2"	"	"	"Bcl7b"	"	"	"	"	"BC030336"	"Gabpb1"	"Bin3"	"Mettl14"	"BC052040"	"Ptpre"	"Fbln5"	"Bach2"	"	"	"Clmn"	"Dip2c"
"Flrt2"	"	"	"	"	"Crtc1"	"Rnf6"	"Sap18"	"	"	"	"	"Lcor"	"Fam110b"	"Nfib"	"	"	"	"	"Brip1"	"	"	"Foxd2"	"Lgalsl"	"Hnrnpr"	"Smap1"	"	"	"	"	"Casp2"	"	"	"Pcdha2"	"Crim1"	"	"	"	"	"Irf1"	"	"	"Cpsf7"	"Dynll2"	"Casz1"	"C330027C09Rik"	"Dhx15"	"	"	"Cacng2"	"	"	"C230081A13Rik"	"Cdk5r1"	"Ctnnbip1"	"Kera"	"Calm3"	"	"	"Foxp2"	"Dennd4c"	"Rab6b"	"	"	"Bcr"	"	"	"	"	"BC052040"	"Gabrb2"	"Birc5"	"Mlh3"	"BC056474"	"Rab11b"	"Fbxo33"	"Bahcc1"	"	"	"Clns1a"	"Dirc2"
"Fn1"	"	"	"	"	"Cry1"	"Runx1t1"	"Satb2"	"	"	"	"	"Lin7c"	"Fam126b"	"Nkx2-3"	"	"	"	"	"Brpf3"	"	"	"Foxj2"	"Lin7c"	"Hoxd13"	"Sobp"	"	"	"	"	"Casp3"	"	"	"Pcdha4"	"Csgalnact2"	"	"	"	"	"Irf2"	"	"	"Crat"	"Dyrk1a"	"Cbfa2t3"	"C530008M17Rik"	"Dhx57"	"	"	"Calm1"	"	"	"Cacna1a"	"Cdv3"	"Cttn"	"Klhl4"	"Calu"	"	"	"Fubp3"	"Derl2"	"Ralgapa1"	"	"	"Bend7"	"	"	"	"	"Bach1"	"Gid4"	"Bloc1s6"	"Mpp3"	"Bach1"	"Rab43"	"Fbxo46"	"Baiap2"	"	"	"Clpb"	"Dlg2"
"Foxd1"	"	"	"	"	"Cryga"	"Satb1"	"Scara3"	"	"	"	"	"Lpl"	"Fam135a"	"Nr3c1"	"	"	"	"	"Brwd1"	"	"	"Foxk1"	"Lpgat1"	"Hpgd"	"Son"	"	"	"	"	"Cass4"	"	"	"Pcdha5"	"Csmd1"	"	"	"	"	"Irf4"	"	"	"Crtap"	"Dyrk1b"	"Cbfb"	"C77080"	"Dicer1"	"	"	"Camk1d"	"	"	"Cacna1e"	"Celf1"	"Cx3cr1"	"Krit1"	"Camk2d"	"	"	"Fyttd1"	"Dgcr2"	"Rasa1"	"	"	"Bfar"	"	"	"	"	"Bach2"	"Glrx"	"Bmp8b"	"Mrpl34"	"Bach2"	"Rab6a"	"Fbxw8"	"Bak1"	"	"	"Cmpk1"	"Dnali1"
"Foxk2"	"	"	"	"	"Csgalnact1"	"Scamp1"	"Sdhc"	"	"	"	"	"Lrrc19"	"Fam160b1"	"Nudt11"	"	"	"	"	"Bsn"	"	"	"Foxk2"	"Luzp1"	"Idh3b"	"Spag9"	"	"	"	"	"Cav1"	"	"	"Pcdha9"	"Csnk1g1"	"	"	"	"	"Irgm2"	"	"	"Csdc2"	"E2f3"	"Cbs"	"Cadm2"	"Dlg2"	"	"	"Camk2n1"	"	"	"Cacna2d2"	"Celf4"	"Cxadr"	"Krt35"	"Camk2n1"	"	"	"G3bp2"	"Dis3"	"Rbm27"	"	"	"Bhlhe22"	"	"	"	"	"Bahd1"	"Gltpd2"	"Braf"	"Ms4a6c"	"Bahd1"	"Rasgrp1"	"Flt1"	"Banp"	"	"	"Cnr1"	"Dnm1"
"Foxn2"	"	"	"	"	"Csnk2a2"	"Setd7"	"Sec62"	"	"	"	"	"M6pr"	"Fam196a"	"Onecut2"	"	"	"	"	"Btbd3"	"	"	"Foxl1"	"Map2k4"	"Ifi203"	"Spata9"	"	"	"	"	"Cbfa2t3"	"	"	"Pcdhac1"	"Csnk2a1"	"	"	"	"	"Itgav"	"	"	"Csf2rb2"	"E2f7"	"Cbx2"	"Cadps"	"Dmrta2"	"	"	"Camkv"	"	"	"Cacnb3"	"Cep170"	"Cxcr2"	"Lamp2"	"Camk2n2"	"	"	"Gcsh"	"Dkk2"	"Rcbtb2"	"	"	"Bhlhe40"	"	"	"	"	"Baz1b"	"Gm11567"	"Brcc3"	"Msl1"	"Banf2"	"Rbm38"	"Fmr1"	"Bard1"	"	"	"Cntn2"	"Dnm1l"
"Foxp2"	"	"	"	"	"Cxadr"	"Sfxn1"	"Sema3a"	"	"	"	"	"Mab21l1"	"Fam19a1"	"Pafah1b2"	"	"	"	"	"Btbd9"	"	"	"Fto"	"Mapk8"	"Ifitm2"	"Spcs2"	"	"	"	"	"Cbx2"	"	"	"Pcdhac2"	"Csrnp3"	"	"	"	"	"Itgb4"	"	"	"Csnk1g1"	"Ear11"	"Cbx7"	"Calb2"	"Dmrtc1c1"	"	"	"Camsap3"	"	"	"Cacng2"	"Cep97"	"Cyb561d2"	"Lhx6"	"Camk4"	"	"	"Gdf5"	"Dlg5"	"Recql"	"	"	"Bicd1"	"	"	"	"	"Bbx"	"Gm6994"	"Brd3"	"Mx1"	"Bbx"	"Rfxank"	"Fras1"	"Barhl1"	"	"	"Col11a1"	"Dnm3"
"Fyttd1"	"	"	"	"	"Cxcl12"	"Six1"	"Sertad2"	"	"	"	"	"Macir"	"Fam20c"	"Patz1"	"	"	"	"	"Btc"	"	"	"Fubp3"	"March6"	"Ift27"	"Stk24"	"	"	"	"	"Cbx5"	"	"	"Pclo"	"Ctdspl2"	"	"	"	"	"Jakmip1"	"	"	"Ctdsp2"	"Ebag9"	"Ccbe1"	"Calcr"	"Dmrtc1c2"	"	"	"Capn5"	"	"	"Cacng5"	"Cept1"	"Cyb5b"	"Lin28b"	"Camkk2"	"	"	"Gigyf1"	"Dlx5"	"Rhoh"	"	"	"Bicd2"	"	"	"	"	"Bcap29"	"Gopc"	"Brpf3"	"Myt1l"	"Bcap29"	"Rhpn2"	"Ftcd"	"Baz2a"	"	"	"Col15a1"	"Dok4"
"Fzd1"	"	"	"	"	"Cysltr1"	"Ska1"	"Sgk1"	"	"	"	"	"Magt1"	"Fam76b"	"Pcgf3"	"	"	"	"	"Btf3l4"	"	"	"Fundc1"	"Mbnl1"	"Ift43"	"Stk4"	"	"	"	"	"Ccdc50"	"	"	"Pdgfra"	"Ctgf"	"	"	"	"	"Jazf1"	"	"	"Ctif"	"Efnb2"	"Ccdc126"	"Calm3"	"Dmxl1"	"	"	"Carm1"	"	"	"Cacul1"	"Cetn2"	"Cyp2a4"	"Lingo2"	"Camsap1"	"	"	"Gltscr1l"	"Dmd"	"Riok2"	"	"	"Bivm"	"	"	"	"	"Bcat1"	"Gosr1"	"Brwd1"	"Napb"	"Bcat1"	"Rnf126"	"Ftsjd2"	"Bbx"	"	"	"Col19a1"	"Dpp3"
"Fzd3"	"	"	"	"	"D030056L22Rik"	"Slc25a22"	"Sgk3"	"	"	"	"	"Maml3"	"Fancm"	"Pde4b"	"	"	"	"	"Bysl"	"	"	"Gal3st2"	"Mbtd1"	"Igbp1b"	"Suv39h2"	"	"	"	"	"Ccdc85a"	"	"	"Pgam5"	"Ctla4"	"	"	"	"	"Kat6a"	"	"	"Ctns"	"Eif4a2"	"Ccdc157"	"Calu"	"Dnajb6"	"	"	"Casp2"	"	"	"Calca"	"Cflar"	"Cyp2a5"	"Litaf"	"Camta1"	"	"	"Gm10439"	"Dnajb9"	"Rnaset2a"	"	"	"Bloc1s2a"	"	"	"	"	"Bcl2l1"	"Gpcpd1"	"Bsn"	"Nceh1"	"Bcl2l1"	"Rnf208"	"Fxyd6"	"Bcl2l1"	"	"	"Col24a1"	"Drp2"
"Fzd4"	"	"	"	"	"D14Abb1e"	"Slc26a4"	"Sh3pxd2a"	"	"	"	"	"Map3k11"	"Farp1"	"Peli1"	"	"	"	"	"C030039L03Rik"	"	"	"Galr1"	"Med26"	"Igsf11"	"Syne1"	"	"	"	"	"Cckar"	"	"	"Pgrmc2"	"Cul2"	"	"	"	"	"Kcnd2"	"	"	"Ctsb"	"Elavl2"	"Ccdc169"	"Camk2d"	"Dner"	"	"	"Casp3"	"	"	"Calcb"	"Cggbp1"	"Cyp4f14"	"Lmbr1"	"Cand1"	"	"	"Gm1141"	"Dnajc21"	"Rnf111"	"	"	"Bmi1"	"	"	"	"	"Bcl2l13"	"Grk4"	"Bsnd"	"Ncf2"	"Bcl2l13"	"Rnf44"	"Fzd5"	"Bcl2l11"	"	"	"Col26a1"	"Dusp11"
"Gabpb2"	"	"	"	"	"D16Ertd472e"	"Slc35g2"	"Six4"	"	"	"	"	"Map3k12"	"Fasl"	"Pgm2"	"	"	"	"	"C130074G19Rik"	"	"	"Gba2"	"Mef2a"	"Ikbip"	"Taf13"	"	"	"	"	"Ccl22"	"	"	"Phf12"	"Cul3"	"	"	"	"	"Kdm1b"	"	"	"Ctxn1"	"Elavl4"	"Ccdc71l"	"Camk2n1"	"Dnmt1"	"	"	"Casz1"	"	"	"Calcr"	"Chd9"	"Cyp4f15"	"Lphn2"	"Capn5"	"	"	"Gm13102"	"Dnajc3"	"Rnf115"	"	"	"Bmp2k"	"	"	"	"	"Bcl7a"	"Gstcd"	"Btbd3"	"Necab1"	"Bcl7a"	"Rps15a"	"Gabpb2"	"Bcl2l13"	"	"	"Col27a1"	"Dynlt1b"
"Galk2"	"	"	"	"	"D17Wsu92e"	"Slc41a2"	"Ski"	"	"	"	"	"Mapkapk3"	"Fbn1"	"Pgrmc1"	"	"	"	"	"C1qtnf1"	"	"	"Gbx2"	"Mid2"	"Il1r1"	"Tbx5"	"	"	"	"	"Ccne2"	"	"	"Pi4k2a"	"Cul4a"	"	"	"	"	"Kdm2a"	"	"	"Cwf19l1"	"Elf5"	"Ccm2"	"Camk2n2"	"Dock6"	"	"	"Cbfa2t3"	"	"	"Calm1"	"Chic1"	"Cyp7a1"	"Lrrc4c"	"Capn7"	"	"	"Gm15085"	"Dnm1l"	"Rpp30"	"	"	"Bmpr1b"	"	"	"	"	"Bcl7c"	"Gstm2"	"Btbd9"	"Nipal3"	"Bcl7c"	"Rps6ka2"	"Galns"	"Bcl7a"	"	"	"Col2a1"	"Dzip1"
"Galnt13"	"	"	"	"	"D3Bwg0562e"	"Slc6a1"	"Slc38a2"	"	"	"	"	"March8"	"Fbxw7"	"Phf12"	"	"	"	"	"C2cd4c"	"	"	"Git2"	"Mpeg1"	"Il1rap"	"Tenm2"	"	"	"	"	"Ccnjl"	"	"	"Pim1"	"Cyct"	"	"	"	"	"Kif3b"	"	"	"Cxcl12"	"Elmo1"	"Ccna2"	"Camkk2"	"Dpp4"	"	"	"Cbfb"	"	"	"Calm3"	"Chmp5"	"Cysltr1"	"Lrrfip1"	"Capza1"	"	"	"Gm15093"	"Dnmt3a"	"Rwdd4a"	"	"	"Bnip2"	"	"	"	"	"Begain"	"H3f3a"	"Btf3l4"	"Nkain1"	"Begain"	"Rpusd1"	"Galnt10"	"Bhlha15"	"	"	"Col3a1"	"Edf1"
"Galnt3"	"	"	"	"	"D630045J12Rik"	"Snapc3"	"Slc5a8"	"	"	"	"	"Mbp"	"Fcho2"	"Picalm"	"	"	"	"	"C330021F23Rik"	"	"	"Glyr1"	"Mreg"	"Il22ra2"	"Tfap2c"	"	"	"	"	"Cdan1"	"	"	"Pim3"	"Cyp26b1"	"	"	"	"	"Kif5b"	"	"	"Cybrd1"	"Eml6"	"Ccnj"	"Camsap1"	"Dtna"	"	"	"Cbs"	"	"	"Calu"	"Chp1"	"Cytip"	"Ltn1"	"Car10"	"	"	"Gm15107"	"Dpm1"	"Ryr2"	"	"	"Bnip3l"	"	"	"	"	"Bend4"	"H3f3b"	"Btg2"	"Nlrp4a"	"Bend4"	"Rrp7a"	"Gas7"	"Birc5"	"	"	"Col4a1"	"Efhd2"
"Galnt7"	"	"	"	"	"Daam1"	"Spin4"	"Slc8a2"	"	"	"	"	"Med12"	"Fhl2"	"Pik3r6"	"	"	"	"	"C8a"	"	"	"Gm6878"	"Mrps27"	"Il23a"	"Tmod1"	"	"	"	"	"Cdc42ep2"	"	"	"Pold2"	"Cyp7a1"	"	"	"	"	"Klhl14"	"	"	"Cyp4a10"	"Emx2"	"Ccnjl"	"Camta1"	"Dusp1"	"	"	"Cbx2"	"	"	"Caly"	"Chrdl1"	"D1Pas1"	"Luc7l"	"Cars"	"	"	"Gm15114"	"Dpy19l3"	"Satl1"	"	"	"Bod1"	"	"	"	"	"Bin3"	"Has3"	"Bzw1"	"Nlrp4f"	"Bhlha15"	"Rufy2"	"Gcn1l1"	"Bloc1s6"	"	"	"Col4a2"	"Efna4"
"Galntl6"	"	"	"	"	"Dab2"	"Spink5"	"Smim13"	"	"	"	"	"Mfap5"	"Fkbp1a"	"Pip4p1"	"	"	"	"	"C8b"	"	"	"Gna13"	"Mstn"	"Impact"	"Tnni3k"	"	"	"	"	"Cdc42ep4"	"	"	"Ppm1e"	"D14Abb1e"	"	"	"	"	"Kpna1"	"	"	"D10Bwg1379e"	"Eogt"	"Cd22"	"Cand1"	"Dut"	"	"	"Cbx7"	"	"	"Camk4"	"Chsy3"	"D5Ertd579e"	"Lurap1l"	"Casc4"	"	"	"Gm21967"	"Dr1"	"Sbno1"	"	"	"Braf"	"	"	"	"	"Birc5"	"Hbb-b2"	"Bzw2"	"Npc1"	"Bin3"	"Rxra"	"Gdpd5"	"Bmpr1a"	"	"	"Col4a3"	"Eif1"
"Gata6"	"	"	"	"	"Dach1"	"Spopl"	"Snw1"	"	"	"	"	"Mfsd11"	"Fmn2"	"Pramel3"	"	"	"	"	"Cab39"	"	"	"Gnb3"	"Mtmr12"	"Inppl1"	"Tnrc6b"	"	"	"	"	"Cdc42se2"	"	"	"Prickle2"	"D3Bwg0562e"	"	"	"	"	"Kremen1"	"	"	"D630037F22Rik"	"Ep300"	"Cd247"	"Capn5"	"Dynll2"	"	"	"Ccbe1"	"	"	"Camsap1"	"Chuk"	"D630037F22Rik"	"Mamdc2"	"Cbfb"	"	"	"Gm3286"	"Dtnb"	"Sfpq"	"	"	"Brcc3"	"	"	"	"	"Bloc1s6"	"Hcrtr1"	"C230081A13Rik"	"Nptxr"	"Birc5"	"Scrt1"	"Gfod2"	"Bnip3l"	"	"	"Col4a5"	"Eif2s3x"
"Gatm"	"	"	"	"	"Dact1"	"Spry1"	"Socs5"	"	"	"	"	"Mgat3"	"Fmr1"	"Prlr"	"	"	"	"	"Cables2"	"	"	"Gpatch3"	"Myb"	"Islr2"	"Tox4"	"	"	"	"	"Cdh4"	"	"	"Prkaa1"	"D5Ertd579e"	"	"	"	"	"Krtap31-1"	"	"	"Dab2ip"	"Epn2"	"Cd276"	"Capn7"	"Dyrk1a"	"	"	"Ccdc126"	"	"	"Camta1"	"Cirh1a"	"Dab1"	"Map2"	"Cblb"	"	"	"Gmfb"	"Dusp19"	"Sgk1"	"	"	"Brd1"	"	"	"	"	"Bmp8b"	"Hepacam2"	"C2cd2l"	"Nrxn3"	"Bloc1s6"	"Scube1"	"Gga2"	"Borcs8"	"	"	"Col4a6"	"Elfn2"
"Gcnt1"	"	"	"	"	"Dagla"	"Srrm2"	"Sos1"	"	"	"	"	"Mgat4b"	"Fnbp4"	"Psmd11"	"	"	"	"	"Cabp5"	"	"	"Gpd1"	"Mycn"	"Jun"	"Tram1"	"	"	"	"	"Cdk6"	"	"	"Pter"	"Daam2"	"	"	"	"	"Lamp2"	"	"	"Dcaf17"	"Eps15"	"Cd300lf"	"Capza1"	"Dyrk1b"	"	"	"Ccdc157"	"	"	"Cant1"	"Cisd2"	"Dazl"	"Matr3"	"Ccdc117"	"	"	"Gnb1"	"Dynlt1c"	"Sh3d19"	"	"	"Bri3bp"	"	"	"	"	"Braf"	"Hif1an"	"Cacfd1"	"Nsg2"	"Bmp8b"	"Sema4f"	"Ggh"	"Braf"	"	"	"Col5a1"	"Eln"
"Gda"	"	"	"	"	"Dapk1"	"Ssr3"	"Sox6"	"	"	"	"	"Mical3"	"Fndc3b"	"Ptpn23"	"	"	"	"	"Cacna1h"	"	"	"Gpr107"	"Myo1d"	"Kbtbd3"	"Trim2"	"	"	"	"	"Cdk7"	"	"	"Ptgfrn"	"Dach2"	"	"	"	"	"Lamp5"	"	"	"Dcx"	"Erlin1"	"Cd34"	"Car10"	"E2f3"	"	"	"Ccdc169"	"	"	"Capn12"	"Clasp2"	"Dcaf5"	"Med10"	"Ccdc120"	"	"	"Golga4"	"Ebf3"	"Sin3a"	"	"	"Brwd1"	"	"	"	"	"Brcc3"	"Hist1h2be"	"Cacna1d"	"Ntrk2"	"Braf"	"Sept8"	"Gldc"	"Brat1"	"	"	"Col5a2"	"Elovl2"
"Gdi2"	"	"	"	"	"Dars"	"Stau2"	"Spcs3"	"	"	"	"	"Micall1"	"Fnip1"	"Pum1"	"	"	"	"	"Cacng1"	"	"	"Gpx5"	"Naa30"	"Kcnip1"	"Trim66"	"	"	"	"	"Cdkal1"	"	"	"Pthlh"	"Dagla"	"	"	"	"	"Lancl3"	"	"	"Ddhd1"	"Errfi1"	"Cd55"	"Cars"	"E2f7"	"	"	"Ccdc71l"	"	"	"Capn5"	"Clcn3"	"Dcc"	"Med4"	"Ccdc122"	"	"	"Gorasp1"	"Edn1"	"Six4"	"	"	"Brwd3"	"	"	"	"	"Brd3"	"Hist1h2bg"	"Cacna1e"	"Oas1c"	"Brcc3"	"Sfmbt2"	"Gm10729"	"Brd2"	"	"	"Col5a3"	"Emcn"
"Ggps1"	"	"	"	"	"Dbc1"	"Strbp"	"Sppl2c"	"	"	"	"	"Mmp17"	"Fnip2"	"Qk"	"	"	"	"	"Cacul1"	"	"	"Grb2"	"Nbea"	"Kif20b"	"Trmt2b"	"	"	"	"	"Celf2"	"	"	"Ptprr"	"Dazap1"	"	"	"	"	"Lats2"	"	"	"Ddn"	"Esco1"	"Cd59a"	"Casc4"	"Ear11"	"	"	"Ccm2"	"	"	"Capn6"	"Cldn1"	"Dcp1a"	"Meis2"	"Ccdc160"	"	"	"Gpatch2l"	"Efcab2"	"Slain1"	"	"	"Btaf1"	"	"	"	"	"Brpf3"	"Hist1h4i"	"Cacnb4"	"Opn3"	"Brd3"	"Sft2d1"	"Gm16515"	"Bri3bp"	"	"	"Col7a1"	"Endov"
"Gid4"	"	"	"	"	"Dcaf5"	"Supt20"	"Srgap1"	"	"	"	"	"Mrpl44"	"Fosl2"	"Rab1"	"	"	"	"	"Cadm3"	"	"	"Grk1"	"Ncoa4"	"Klhdc10"	"Usp45"	"	"	"	"	"Celf3"	"	"	"Qk"	"Dck"	"	"	"	"	"Lbp"	"	"	"Dennd5b"	"Esr1"	"Cd59b"	"Cbfb"	"Ear6"	"	"	"Ccna2"	"	"	"Car7"	"Clec2e"	"Dcun1d3"	"Mest"	"Ccdc178"	"	"	"Gpd2"	"Egln1"	"Slc16a4"	"	"	"Btbd3"	"	"	"	"	"Brwd1"	"Hook3"	"Cacng4"	"Osm"	"Brpf3"	"Sgsm2"	"Gnal"	"Brk1"	"	"	"Col8a1"	"Eno1"
"Gja1"	"	"	"	"	"Dclk1"	"Suz12"	"Ssh2"	"	"	"	"	"Mrps6"	"Foxn2"	"Rab11a"	"	"	"	"	"Calb2"	"	"	"Grpel2"	"Ndp"	"Klhl13"	"Usp46"	"	"	"	"	"Celsr3"	"	"	"Rag1"	"Dcun1d1"	"	"	"	"	"Lclat1"	"	"	"Denr"	"Esrrg"	"Cdc37l1"	"Cblb"	"Ebag9"	"	"	"Ccnj"	"	"	"Carhsp1"	"Clec4a2"	"Dcx"	"Mex3a"	"Ccdc43"	"	"	"Grhl2"	"Egr1"	"Slc16a6"	"	"	"Btg4"	"	"	"	"	"Bsn"	"Hoxb5"	"Cadm2"	"Otud5"	"Brwd1"	"Sh3glb2"	"Golga2"	"Brms1l"	"	"	"Col9a1"	"Eno2"
"Gja6"	"	"	"	"	"Dcx"	"Sycp2"	"Steap2"	"	"	"	"	"Mul1"	"Foxn3"	"Rab12"	"	"	"	"	"Calm1"	"	"	"Gsx1"	"Ndufa6"	"Klk11"	"Vezt"	"	"	"	"	"Cep68"	"	"	"Rap2a"	"Ddx5"	"	"	"	"	"Ldoc1"	"	"	"Deptor"	"Etl4"	"Cdc42bpg"	"Cbx2"	"Eci3"	"	"	"Ccnjl"	"	"	"Casp2"	"Clmn"	"Ddr2"	"Mgat4a"	"Ccdc71l"	"	"	"Gtdc1"	"Eif4e"	"Slc17a1"	"	"	"Btrc"	"	"	"	"	"Bsnd"	"Hrh4"	"Cadm3"	"Pbx1"	"Bsn"	"Shisa6"	"Golga7"	"Brpf3"	"	"	"Commd2"	"Entpd1"
"Gli3"	"	"	"	"	"Ddit4"	"Synrg"	"Synj1"	"	"	"	"	"Myef2"	"Foxp2"	"Rab14"	"	"	"	"	"Calm3"	"	"	"Gucy2f"	"Nefh"	"Kprp"	"Vwc2l"	"	"	"	"	"Cers2"	"	"	"Rb1cc1"	"Defa-rs7"	"	"	"	"	"Lefty1"	"	"	"Derl1"	"Etnk1"	"Cdc42se1"	"Ccdc117"	"Efnb2"	"	"	"Cd22"	"	"	"Casp3"	"Clock"	"Ddx21"	"Mid1ip1"	"Ccdc97"	"	"	"Gvin1"	"Ell2"	"Smco4"	"	"	"C1qtnf3"	"	"	"	"	"Btbd3"	"Hs2st1"	"Cald1"	"Pcdh12"	"Bsnd"	"Ski"	"Gpc1"	"Bsn"	"	"	"Commd7"	"Erbb2ip"
